epoch,train_loss,val_loss
1,13.87313828656548,1.4618057639975297
2,1.434487887990405,1.1615515351295471
3,1.2467069744366652,1.1184151486346596
4,1.1248284972202012,1.0108944616819684
5,1.0390029127834832,1.0319560891703556
6,0.9616778733437521,0.8582999769010042
7,0.9172351175581502,0.8329371841330278
8,0.8722555428220514,0.8525054109723944
9,0.8026406008597703,0.7350916486037405
10,0.7802627890082131,0.8073891401290894
11,0.7433349830016756,0.7123675158149317
12,0.7005506346100255,0.6931762507087306
13,0.6786275436306557,0.6841760622827631
14,0.6519456922310835,0.6839963981979772
15,0.6279379228750864,0.6611989987523932
16,0.6023712954674548,0.6527580462004009
17,0.6020781186937588,0.611002903235586
18,0.5647573254958927,0.5721088553729811
19,0.54838326311948,0.6071322764220991
20,0.5333402756361934,0.5985098967426702
21,0.521651296761998,0.5655784403022966
22,0.5053478212733018,0.5565632252316726
23,0.4980445758641115,0.5855430129327273
24,0.4813670744324288,0.5522088063390631
25,0.4692081406451108,0.5542354834707159
26,0.4583187080614748,0.5301831380317086
27,0.45193513757304143,0.5212676979993519
28,0.42994305683158296,0.5179454950909865
29,0.4249934817266743,0.4963994998680918
30,0.40971488021967706,0.5224523795278448
31,0.4079805666591689,0.5115022925954116
32,0.401870239024971,0.5237367278651187
33,0.39774361705919453,0.49843628939829376
34,0.3814349685147492,0.5149727322553334
35,0.3777617175153822,0.5119801336213162
36,0.37002620144545684,0.4934468692854831
37,0.36315116068424536,0.5132690260284826
38,0.35481871882377314,0.4815700258079328
39,0.3484396958037427,0.47187432960460063
40,0.3420665244087141,0.47904843562527705
41,0.3373731272785287,0.4806486697573411
42,0.33314435793990976,0.48520714828842565
43,0.3225674814822381,0.4843389282101079
44,0.31640779858792734,0.4959220588207245
45,0.3186116672573034,0.47559168621113423
46,0.31184403406597716,0.5002660861140803
47,0.3090495454986193,0.4670057265382064
48,0.29588869057203593,0.455696364766673
49,0.2963269677949928,0.46425556195409673
50,0.29984767604292484,0.4771751588896701
51,0.2841861145189631,0.4664515052971087
52,0.28050216893006485,0.45716740583118637
53,0.27525790915851706,0.4682666439759104
54,0.27657773027643123,0.47327848014078644
55,0.2720322130542052,0.4599770746733013
56,0.26727859370889717,0.46527068081655
57,0.2567445019706648,0.44799283303712545
58,0.260575426339406,0.4338154651616749
59,0.2497711880513799,0.4545369085512663
60,0.24615187864554555,0.43963934559571116
61,0.2498808043916323,0.45395180269291524
62,0.24456940504194002,0.43545874012143987
63,0.2442859263970838,0.45280308158774124
64,0.23681793976248355,0.4466356352755898
65,0.2363618796157558,0.4478566317181838
66,0.23064907313438884,0.45797009844529
67,0.22966120797291137,0.44368955806681987
68,0.2267659479937358,0.42239973105882345
69,0.2227743087630523,0.4553405501340565
70,0.22008184208507425,0.4567031687811801
71,0.21809126628421202,0.42970205765021474
72,0.21871396777225516,0.4308875407043256
73,0.21152496451174307,0.4365012896688361
74,0.21140358466328235,0.4333185098673168
75,0.20989479612537296,0.4261246825519361
76,0.20876936501229715,0.4222521295672969
77,0.19858332841019882,0.4274164861754367
78,0.1995007006658448,0.44501376779455887
79,0.19686719648845014,0.4200577814328043
80,0.1932718118118961,0.4314747421365035
81,0.19710305568419004,0.4428083033938157
82,0.19320556839481431,0.42628724794638784
83,0.18892622425367958,0.42197003019483464
84,0.1903053973501886,0.4322439322346135
85,0.18755611707592568,0.4131577532542379
86,0.18935351056313654,0.42912141586604874
87,0.18611308113176223,0.4342168883273476
88,0.1861443818486922,0.41500648071891383
89,0.18129563026609477,0.41219819376343175
90,0.17554311375868947,0.41166074025003535
91,0.17963410051245438,0.41274801837770564
92,0.1776689482711212,0.4284551159331673
93,0.1718774012219139,0.4103743967257048
94,0.1723732053362138,0.4355173816806392
95,0.16812162118697027,0.40120245281018707
96,0.17236546466225072,0.4249964183882663
97,0.16568154628165285,0.4153096158253519
98,0.1652560616620103,0.4091533579324421
99,0.1658341336494301,0.40279345449648407
100,0.16649373991099017,0.4180701218153301
101,0.16229193657636642,0.41355772081174347
102,0.15846768078225398,0.4001281653579913
103,0.1560989069746949,0.4019888294370551
104,0.1566877237014603,0.41257456572432266
105,0.15746937609381145,0.4054190908607684
106,0.1586073091939876,0.4072159513046867
107,0.1550463004070416,0.39372856052298294
108,0.15305335619296248,0.4077956613741423
109,0.1504851664628899,0.3981396022595857
110,0.14881874411775356,0.3953150573529695
111,0.14610366919758724,0.3908472202326122
112,0.14735678300174357,0.4066356812652789
113,0.14115529485613282,0.3886047146822277
114,0.1439264720382049,0.40066568004457576
115,0.1464661410764644,0.40918220971759994
116,0.143998754521211,0.3990190342852944
117,0.14709886594822533,0.4183428334562402
118,0.1374287759525734,0.40319563370001943
119,0.1412296026335125,0.41252604440638896
120,0.13791103700273916,0.4002037095396142
121,0.1379688910660688,0.3926877551957181
122,0.13455235034401652,0.40708858088443156
123,0.13514289447264363,0.4257431877286811
124,0.13574729951327308,0.3909352625671186
125,0.10816095080989147,0.3734649121761322
126,0.10388659515924621,0.37098691337986994
127,0.1021461928187058,0.37120648904850606
128,0.0989485049064745,0.3711958025631152
129,0.09951876491656778,0.3745647464927874
130,0.09865545098021714,0.3708280952353227
131,0.09807201810398994,0.373257892696481
132,0.09682594324674523,0.3693314461331618
133,0.09737969159382825,0.37471040455918564
134,0.0983495045649378,0.37471340047685725
135,0.09485838455502053,0.37392734853844894
136,0.09559402157340133,0.37228486569304214
137,0.09579921653221922,0.3711086841006028
138,0.09421273961401823,0.37202897197321844
139,0.09739183444987264,0.36951300344969096
140,0.09322214801931938,0.37240442947337504
141,0.09627425437520819,0.3738746172503421
142,0.09568497220500868,0.37668338731715556
143,0.09403472472178309,0.37514431539334747
144,0.09214189818553757,0.3729180128950822
145,0.09119234621873376,0.37396138592770223
146,0.0921806135590662,0.3737026500074487
147,0.09133665050156632,0.37371417252640976
148,0.09186460175796558,0.37415633076115656
149,0.09200420254590916,0.3723315173073819
150,0.09132434584592518,0.37138738914539937
151,0.09101337911179888,0.3735245607401195
152,0.09042279576958968,0.37272768742159795
153,0.0915056196482558,0.3723280712177879
154,0.09084352417386066,0.3729024435344495
155,0.09047261991521768,0.37248778813763667
156,0.09049379577239354,0.37218978216773585
157,0.09033490678197459,0.3722869989119078
