epoch,train_loss,val_loss
1,3.0734340265559585,1.2010162202750936
2,1.1010894445471284,1.0085986884201275
3,0.9664358242279749,0.899908285631853
4,0.8820286492963254,0.8767438387169557
5,0.8235960300627776,0.8380212485790253
6,0.7726317976191102,0.7655255114330964
7,0.7290756375830344,0.7672097583027447
8,0.6922954035016634,0.7124349986805635
9,0.6622023598895759,0.7008471913197462
10,0.6359527242160203,0.6689064655233832
11,0.608598426033303,0.6558757739908555
12,0.5863759031009298,0.640674746387145
13,0.566631644142355,0.6226628708488801
14,0.5469704962489015,0.6122760611421921
15,0.5314385456547327,0.6117585404830821
16,0.5163711744629077,0.611208742331056
17,0.4990848260769622,0.579044882164282
18,0.48971894751312073,0.5758441227323868
19,0.4747617523175513,0.5790463840260225
20,0.46411360454888073,0.565637325889924
21,0.4544345760376768,0.5805516400757957
22,0.44395697259699446,0.5680918903911815
23,0.43447035873945966,0.5739632210310768
24,0.42427963826582765,0.5488758798907785
25,0.4145838031526936,0.5317774634150898
26,0.40522631288592315,0.5314350848688799
27,0.3979398217235673,0.5273145391660579
28,0.39082072645875865,0.5158456187037861
29,0.3823656165728973,0.533602995206328
30,0.3752315768131831,0.5081246272606008
31,0.3696603109608805,0.5038425354396596
32,0.3633227753877953,0.5263631107176051
33,0.3577739906815894,0.5137647344785579
34,0.3502080975221476,0.5036441994063995
35,0.34597435289320005,0.5075620191938737
36,0.3395858335890272,0.49798220588880426
37,0.3344520427780721,0.5030941723024144
38,0.3291685220468068,0.49325062597499175
39,0.32386081663308297,0.4786158866742078
40,0.3205912657674018,0.4843265479101854
41,0.3141030805896006,0.490367109635297
42,0.3113623317221005,0.4956009347649182
43,0.3052753419936369,0.4833034815157161
44,0.3027315184875139,0.4650264745249468
45,0.29820752801350364,0.47749821438508877
46,0.2937066655603585,0.4759397121036754
47,0.29038617170451897,0.47051387411706586
48,0.2877992627480589,0.4804555254824021
49,0.28261549672012803,0.47948495500227983
50,0.2798466115544207,0.4608441072351792
51,0.2768661480296699,0.4576557653791764
52,0.2727139473587607,0.4640834257883184
53,0.2707642667088474,0.4559275415013818
54,0.2676122543534713,0.45822243760613834
55,0.26449327757893937,0.4540545817683725
56,0.2604048724187806,0.45672654343001984
57,0.25857563852011495,0.4518759943106595
58,0.25449494079234797,0.4568675037692575
59,0.254025956663503,0.4498399147216012
60,0.25046753496890467,0.4535227952634587
61,0.24827289995165616,0.4497998604003121
62,0.24626045155039916,0.4432141848346766
63,0.24391276427029154,0.4408767434604028
64,0.24003060237404866,0.47937213638249565
65,0.2382282727518445,0.4476222844684825
66,0.23763724320610338,0.4460291029775844
67,0.23244167895631734,0.44766921471146975
68,0.23126666893594294,0.46882989231277916
69,0.22959943744827865,0.45072279151748207
70,0.22863452502441345,0.45812349249334894
71,0.22605907453257085,0.44669652738991905
72,0.22444989943653051,0.4507733579944162
73,0.22176957924410612,0.43266925601398243
74,0.22012132734979992,0.44236560937236336
75,0.21832975872394214,0.4410124691093669
76,0.21610345773628803,0.438358034807093
77,0.21515101366581607,0.4411433460081325
78,0.21242338844568262,0.4470224250765408
79,0.21174258886985065,0.4529119971920462
80,0.21041783930162655,0.4482209077652763
81,0.20963885470275728,0.43921670265057505
82,0.20698476798015444,0.4358270915115581
83,0.204918975902089,0.43828561726738424
84,0.2031099453607595,0.43589845948359546
85,0.16591129752850736,0.409435330769595
86,0.15684009487211745,0.4018864678985932
87,0.15347763094182712,0.4081648348885424
88,0.1531315484155735,0.4025545166695819
89,0.1511804992852834,0.4070911811555133
90,0.14974780273590133,0.4055066906354007
91,0.1487807155986092,0.4013896371511852
92,0.14860373335258786,0.39874693654915866
93,0.14793329433007846,0.3971829437157687
94,0.14728180825397205,0.398838835253435
95,0.14627059936543005,0.401943051815033
96,0.14604942024106346,0.40362805198220647
97,0.14579634341024209,0.402847099479507
98,0.14560183182172845,0.40241706108345704
99,0.14466823787671207,0.40299546666005076
100,0.14465004786878374,0.40285302505773657
101,0.14334264024847523,0.4030770834754495
102,0.1443346313598981,0.4040898597415756
103,0.14378201845575928,0.40014028803390617
104,0.14262983013612224,0.4017312635393704
105,0.13956828963791784,0.4010284239754957
106,0.1388029913593497,0.4039152203237309
107,0.13934293079164883,0.4014398784321897
108,0.13841656124364837,0.40322504665921716
109,0.13883399156681112,0.3974383938838454
110,0.138013238029815,0.40245901556575997
111,0.13796075200142238,0.4034373493755565
112,0.1380163611830729,0.40067578624276556
113,0.13794506613705712,0.40200616287834506
114,0.13831086489063146,0.40269667418564065
115,0.1379946138775826,0.4002823212567498
116,0.13756836211102147,0.40127702968962053
117,0.1367773685949223,0.40106665220330745
118,0.13742414518496118,0.40162191399756597
