canonical_smiles,uniprot_id,K,AC50,pK,pAC50,Protein_family
O=C(OCc1cc2c(cc1Cl)OCO2)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,P30536,,1040.0,,5.983,Transporter
COC(=O)C1C(OC(=O)c2ccc3ccccc3c2)CC2CCC1N2C,P23977,,570.0,,6.244,Transporter
COC(=O)C1C(C=Cc2ccccc2)CC2CCC1N2C,P23977,,3.99,,8.399,Transporter
COC(=O)C1C(c2ccc(-c3ccccc3)cc2)CC2CCC1N2C,P23977,,18.433333333333334,,7.734,Transporter
CN1C2CCC1C(C=CCO)C(c1ccccc1)C2,P23977,21.11,,7.676,,Transporter
COC(=O)C=CC1C(c2ccccc2)CC2CCC1N2C,P23977,21.94,123.0,7.659,6.91,Transporter
CN1C2CCC1C(CCC=CC(=O)O)C(c1ccccc1)C2,P23977,20.0,,7.699,,Transporter
COC(=O)C1C(c2ccccc2)CC2CCC1N2C,P23977,133.85714285714286,804.24375,6.873,6.095,Transporter
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,P23977,269.87142857142857,292.81199999999995,6.569,6.533,Transporter
COC(=O)C1C(OC(=O)c2ccccc2I)CC2CCC1N2C,P23977,,350.0,,6.456,Transporter
COC(=O)C1C(OC(=O)Nc2ccc(N=[N+]=[N-])cc2)CC2CCC1N2C,P23977,,1000.0,,6.0,Transporter
COC(=O)C1C(OC(=O)Nc2ccc(N=C=S)cc2)CC2CCC1N2C,P23977,,260.0,,6.585,Transporter
COC(=O)C1C(OC(=O)Nc2cccc(N=C=S)c2)CC2CCC1N2C,P23977,,960.0,,6.018,Transporter
COC(=O)C1C(OC(=O)Nc2cccc(N=[N+]=[N-])c2)CC2CCC1N2C,P23977,,630.0,,6.201,Transporter
Fc1ccc(C(OCCN2CCN(CC=Cc3ccccc3)CC2)c2ccc(F)cc2)cc1,P23977,0.9,,9.046,,Transporter
CN1CC2CC1CN2CCOC(c1ccccc1)c1ccccc1,P23977,,1000.0,,6.0,Transporter
CN1C2CCC1CN(CCOC(c1ccc(F)cc1)c1ccc(F)cc1)C2,P23977,,8.8,,8.056,Transporter
c1ccc(CCCN2C3CCC2CN(CCOC(c2ccccc2)c2ccccc2)C3)cc1,P23977,,21.0,,7.678,Transporter
Fc1ccc(C(OCCN2CC3CCC(C2)N3CC=Cc2cccnc2)c2ccc(F)cc2)cc1,P23977,,18.0,,7.745,Transporter
c1ccc(CCCN2CC3CC2CN3CCOC(c2ccccc2)c2ccccc2)cc1,P23977,,210.5,,6.677,Transporter
CN1CC2CC1CN2CCOC(c1ccc(F)cc1)c1ccc(F)cc1,P23977,,123.0,,6.91,Transporter
Fc1ccc(C(OCCN2CC3CC2CN3CCCc2ccccc2)c2ccc(F)cc2)cc1,P23977,,120.0,,6.921,Transporter
c1ccc(C(OCCN2CCC3CCC(C2)N3)c2ccccc2)cc1,P23977,,345.5,,6.462,Transporter
Fc1ccc(C(OCCN2CCC3CCC(C2)N3CCCc2ccccc2)c2ccc(F)cc2)cc1,P23977,,88.5,,7.053,Transporter
CN1C2CCC1CN(CCOC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,P23977,,62.5,,7.204,Transporter
c1ccc(CCCN2C3CCC2CN(CCOC(c2ccccc2)c2ccccc2)CC3)cc1,P23977,,59.5,,7.225,Transporter
COC(=O)C1C2CC3CCC1N3CC2=Cc1ccccc1,Q01959,1240.0,,5.907,,Transporter
COC(=O)C1C2CC3CCC1N3CC2=Cc1ccc(Cl)c(Cl)c1,Q01959,3320.0,,5.479,,Transporter
COC(=O)C1C2CC3CCC1N3CC2=Cc1ccc(OC)cc1,Q01959,3650.0,,5.438,,Transporter
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,Q01959,368.87851851851855,354.3980769230769,6.433,6.451,Transporter
C=CC1C(c2ccc(Cl)cc2)CC2CCC1N2C,P23977,,1.2,,8.921,Transporter
C=CC1C(OC(=O)c2ccccc2)CC2CCC1N2C,P23977,,1730.0,,5.762,Transporter
CN1C2CCC1C(C=CCl)C(OC(=O)c1ccccc1)C2,P23977,,222.0,,6.654,Transporter
CN1C2CCC1C(COC(c1ccccc1)c1ccc(Cl)cc1)C(c1ccc(F)cc1)C2,P23977,112.0,,6.951,,Transporter
CN1C2CCC1C(COC(c1ccccc1)c1ccccc1)C(c1ccc(F)cc1)C2,P23977,49.0,,7.31,,Transporter
CN1C2CCC1C(CCCOC(c1ccccc1)c1ccc(Cl)cc1)C(c1ccccc1)C2,P23977,261.0,,6.583,,Transporter
CN1C2CCC1C(COC(c1ccc(F)cc1)c1ccc(F)cc1)C(c1ccc(F)cc1)C2,P23977,63.0,,7.201,,Transporter
CN1C2CCC1C(COC(c1ccc(F)cc1)c1ccc(F)cc1)C(c1ccc(Cl)cc1)C2,P23977,174.5,,6.758,,Transporter
CN1C2CCC1C(CCCOC(c1ccccc1)c1ccccc1)C(c1ccccc1)C2,P23977,139.0,,6.857,,Transporter
CN1C2CCC1C(CCCOC(c1ccc(F)cc1)c1ccc(F)cc1)C(c1ccccc1)C2,P23977,60.0,,7.222,,Transporter
COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2C,Q01959,5.145714285714285,1.8316666666666668,8.289,8.737,Transporter
COC(=O)C1C(c2cccc(I)c2)CC2CCC1N2C,Q01959,182.0,27.8,6.74,7.556,Transporter
COC(=O)C1C(c2ccc(Cl)cc2)CC2CCC1N2C,Q01959,,2.15,,8.668,Transporter
COC(=O)C1C2CCC(CC1c1ccc(Cl)cc1)N2,Q01959,,1.43,,8.845,Transporter
COC(=O)C1C2CCC(CC1c1ccc(F)cc1)N2,Q01959,,33.7,,7.472,Transporter
COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,Q01959,,0.8633333333333334,,9.064,Transporter
COC(=O)C1C2CCC(CC1c1ccc(Cl)c(Cl)c1)N2,Q01959,,1.03,,8.987,Transporter
COC(=O)C1C(c2cccc(Br)c2)CC2CCC1N2C,Q01959,,7.93,,8.101,Transporter
COC(=O)C1C(c2ccc(F)cc2)CC2CCC1N2C,Q01959,13.85,67.91499999999999,7.859,7.168,Transporter
COC(=O)C1C(OC(c2ccc(F)cc2)c2ccc(F)cc2)CC2CCC1N2C,Q01959,13.49,7446.766666666666,7.87,5.128,Transporter
CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,Q01959,193.0,277.5,6.714,6.557,Transporter
COC(=O)C1C(OC2c3ccccc3-c3ccccc32)CC2CCC1N2C,Q01959,,6030.0,,5.22,Transporter
COC(=O)C1C(OC(c2ccccc2)c2ccc(I)cc2)CC2CCC1N2C,Q01959,,55.9,,7.253,Transporter
CCC(OC1CC2CCC(C1C(=O)OC)N2C)c1ccccc1,Q01959,,1480.0,,5.83,Transporter
COC(=O)C1C(OC(c2ccc(Br)cc2)c2ccc(I)cc2)CC2CCC1N2C,Q01959,,389.0,,6.41,Transporter
COC(=O)C1C(OC(c2ccccc2)c2ccccc2)CC2CCC1N2C,Q01959,,33.5,,7.475,Transporter
COC(=O)C1C(OC(c2ccc(F)cc2)c2ccc(F)cc2)CC2CCC1N2CCCc1ccc(Br)cc1,Q01959,,80.2,,7.096,Transporter
COC(=O)C1C(OC(c2ccc(Br)cc2)c2ccc(Br)cc2)CC2CCC1N2C,Q01959,,72.0,,7.143,Transporter
COC(=O)C1C(OC(c2ccc(F)cc2)c2ccc(F)cc2)CC2CCC1N2CCCCCc1ccccc1,Q01959,,99.0,,7.004,Transporter
COC(=O)C1C(OC(c2ccc(F)cc2)c2ccc(F)cc2)CC2CCC1N2CCCc1ccc(I)cc1,Q01959,,119.0,,6.924,Transporter
COC(=O)C1C(OC(c2ccc(F)cc2)c2ccc(F)cc2)CC2CCC1N2CCCc1ccccc1,Q01959,,22.0,,7.658,Transporter
COC(=O)C1C2CCC(CC1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2,Q01959,,20.3,,7.693,Transporter
COC(=O)C1C(OC(c2ccc(C)cc2)c2ccc(C)cc2)CC2CCC1N2C,Q01959,,240.0,,6.62,Transporter
COC(=O)C1C(OC(c2ccccc2)c2ccc(F)cc2)CC2CCC1N2C,Q01959,,13.2,,7.879,Transporter
COC(=O)C1C(OC(c2ccc(F)cc2)c2ccc(F)cc2)CC2CCC1N2Cc1ccccc1,Q01959,,223.0,,6.652,Transporter
COC(=O)C1C(OC(c2ccccc2)c2ccc(Cl)cc2)CC2CCC1N2C,Q01959,,15.8,,7.801,Transporter
COC(=O)C1C(OC(c2ccccc2)c2ccc(C)cc2)CC2CCC1N2C,Q01959,,49.5,,7.305,Transporter
COC(=O)C1C(OC(c2ccc(I)cc2)c2ccc(I)cc2)CC2CCC1N2C,Q01959,,909.0,,6.041,Transporter
COC(=O)C1C(OC(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC2CCC1N2C,Q01959,,91.4,,7.039,Transporter
COC(=O)C1C(OC(c2ccccc2)c2ccc(Br)cc2)CC2CCC1N2C,Q01959,,24.0,,7.62,Transporter
COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCCCO1,Q01959,,111.82,,6.951,Transporter
COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCCCC1,Q01959,,146.0,,6.836,Transporter
COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCCC1,Q01959,,47.0,,7.328,Transporter
N#CC(c1ccc(Cl)c(Cl)c1)C1CCCC1,Q01959,,128.0,,6.893,Transporter
N#CC(c1ccc(Cl)c(Cl)c1)C1CCCCC1,Q01959,,127.0,,6.896,Transporter
COC(=O)C1=C(c2ccc(F)cc2)CC2CCC1N2C,Q01959,,408.0,,6.389,Transporter
COC(=O)C1=C(c2ccc3ccccc3c2)CC2CCC1N2C,Q01959,,2.92,,8.535,Transporter
COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,Q01959,,1.18,,8.928,Transporter
COC(=O)c1ccccc1-c1ccc(Cl)cc1,Q01959,,675.0,,6.171,Transporter
COC(=O)c1ccccc1-c1ccc(F)cc1,Q01959,,16000.0,,4.796,Transporter
COC(=O)C1C2CCC(C2)CC1c1ccccc1,Q01959,,787.0,,6.104,Transporter
COC(=O)C1=C(c2ccccc2)CC2CCC1C2,Q01959,,3816.0,,5.418,Transporter
COC(=O)C1C(c2ccc3ccccc3c2)CC2CCC1N2C,Q01959,,0.53,,9.276,Transporter
COC(=O)c1ccccc1-c1ccc(-c2ccc(Br)cc2)cc1,Q01959,,1000.0,,6.0,Transporter
COC(=O)c1ccccc1OC(=O)c1ccccc1,Q01959,,548.0,,6.261,Transporter
COC(=O)C1C2CCC(C2)CC1c1ccc(F)cc1,Q01959,,335.0,,6.475,Transporter
COC(=O)C1=C(c2ccc3ccccc3c2)CC2CCC1C2,Q01959,,11.0,,7.959,Transporter
COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1C2,Q01959,,7.1,,8.149,Transporter
COC(=O)C1C2CCC(C2)CC1c1ccc(Cl)c(Cl)c1,Q01959,,13.5,,7.87,Transporter
COC(=O)C1C2CCC(C2)CC1c1ccc2ccccc2c1,Q01959,,20.25,,7.694,Transporter
COC(=O)C1=C(c2ccc(F)cc2)CC2CCC1C2,Q01959,,390.0,,6.409,Transporter
COC(=O)C1C2CCC(CC1c1ccc(Cl)c(Cl)c1)O2,Q01959,,3.0733333333333337,,8.512,Transporter
COC(=O)C1C2CCC(CC1c1ccc(Cl)cc1)O2,Q01959,,19.25,,7.716,Transporter
COC(=O)C1C2CCC(CC1c1ccc(F)cc1)O2,Q01959,,546.0,,6.263,Transporter
COC(=O)C1C2CCC(CC1c1ccc(Br)cc1)O2,Q01959,,15.5,,7.81,Transporter
COC(=O)C1C2CCC(CC1c1ccccc1)O2,Q01959,,1900.0,,5.721,Transporter
COC(=O)C1C(c2ccc(F)cc2)CC2CC(O)C1N2C,Q01959,,116.5,,6.934,Transporter
COC(=O)C1C(OC(c2ccc(F)cc2)c2ccc(F)cc2)CC2CC(O)C1N2C,Q01959,,6300.0,,5.201,Transporter
CCOC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CC(O)C1N2C,Q01959,,0.955,,9.02,Transporter
COC(=O)C1C(c2ccccc2)CC2CC(O)C1N2C,Q01959,,376.5,,6.424,Transporter
COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2C(O)CC1N2C,Q01959,,55.1,,7.259,Transporter
COC(=O)C1=C(c2ccccc2)CC2CCC1N2C,Q01959,,2590.0,,5.587,Transporter
COC(=O)C1=C(c2ccc(F)cc2)CC2CC(O)C1N2C,Q01959,,7730.0,,5.112,Transporter
COC(=O)C1C(c2ccc3ccccc3c2)CC2CC(O)C1N2C,Q01959,,2.03,,8.693,Transporter
COC(=O)C1C(c2ccc(F)cc2)CC2C(O)CC1N2C,Q01959,,608.0,,6.216,Transporter
COC(=O)C1=C(c2ccc3ccccc3c2)CC2CC(O)C1N2C,Q01959,,45.0,,7.347,Transporter
COC(=O)C1C(OC(c2ccc(F)cc2)c2ccc(F)cc2)CC2C(O)CC1N2C,Q01959,,448.0,,6.349,Transporter
COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CC(O)C1N2C,Q01959,,9.118333333333334,,8.04,Transporter
COC(=O)C1=C(c2ccc3ccccc3c2)CC2C(O)CC1N2C,Q01959,,246.0,,6.609,Transporter
COC(=O)C1CC(c2ccc(Cl)c(Cl)c2)C2CC(=O)C1N2C,Q01959,,14.1,,7.851,Transporter
COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CC(=O)C1N2C,Q01959,,14.2,,7.848,Transporter
CCCN1C2CCC1C(C(=O)OC)C(c1ccc(F)cc1)C2,P23977,,43.0,,7.367,Transporter
C=CCN1C2CCC1C(C(=O)OC)C(c1ccc(F)cc1)C2,P23977,,22.8,,7.642,Transporter
COC(=O)C1C(c2ccc(F)cc2)CC2CCC1N2C,P23977,24.646,18.945454545454545,7.608,7.722,Transporter
OC1(c2ccc3c(c2)OCO3)c2ccccc2C2=NCCN21,Q01959,,113.0,,6.947,Transporter
CC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCCN21,Q01959,,125.0,,6.903,Transporter
OC1(c2ccc3c(c2)OCCO3)c2ccccc2C2=NCCN21,Q01959,,1260.0,,5.9,Transporter
COc1ccc(C2(O)c3ccccc3C3=NCCN32)cc1,Q01959,,110.0,,6.959,Transporter
OC1(c2ccc(Cl)cc2)c2c(ccc3c2OCO3)C2=NCCN21,Q01959,,359.0,,6.445,Transporter
Cc1cc(C)c2c(c1)C1=NCCN1C2(O)c1ccc(Cl)cc1,Q01959,,67.1,,7.173,Transporter
OC1(c2ccc(Cl)cc2)c2cccc(-c3ccccc3)c2C2=NCCN21,Q01959,,390.0,,6.409,Transporter
OC1(c2cccc3ccccc23)c2ccccc2C2=NCCN21,Q01959,,1841.0,,5.735,Transporter
OC1(c2ccc3ccccc3c2)c2ccccc2C2=NCCN21,Q01959,45.0,4.1,7.347,8.387,Transporter
OC1(c2ccc(Cl)cc2)c2cc3ccccc3cc2C2=NCCN21,Q01959,,36.1,,7.442,Transporter
OC1(c2ccc(Cl)cc2)c2c(ccc3ccccc23)C2=NCCN21,Q01959,,218.0,,6.662,Transporter
OC1(c2ccc3ccccc3c2)c2ccc3ccccc3c2C2=NCCN21,Q01959,2.83,3.3,8.548,8.481,Transporter
OC1(c2ccc(Cl)cc2)c2ccc3ccccc3c2C2=NCCCN21,Q01959,2.01,2.1,8.697,8.678,Transporter
OC1(c2ccc(Cl)cc2)c2ccc3ccccc3c2C2=NCCN21,Q01959,27.2,10.6,7.565,7.975,Transporter
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NC3CCCCC3N21,Q01959,152.0,,6.818,,Transporter
Fc1ccc(CN2CCC(CCNC(c3ccccc3)c3ccccc3)CC2)cc1,Q01959,,31.0,,7.509,Transporter
Fc1ccc(C(NCCC2CCN(Cc3ccccc3)CC2)c2ccc(F)cc2)cc1,Q01959,,45.5,,7.342,Transporter
Fc1ccc(CN2CCC(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,Q01959,,37.6,,7.425,Transporter
Fc1ccc(C(OCCC2CCN(Cc3ccccc3)CC2)c2ccc(F)cc2)cc1,Q01959,,35.0,,7.456,Transporter
O=C(CC1CCN(Cc2ccc(F)cc2)CC1)NC(c1ccccc1)c1ccccc1,Q01959,,3213.0,,5.493,Transporter
O=C(CCc1ccc(Br)cc1)NC=CNCCOC(c1ccc(F)cc1)c1ccc(F)cc1,Q01959,510.0,1380.0,6.292,5.86,Transporter
CN1C2CCC1C(C(=O)NCCCCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,Q01959,18.4,1401.0,7.735,5.854,Transporter
CN1C2CCC1C(C(=O)NCCCCCCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,Q01959,6.7,871.0,8.174,6.06,Transporter
CN1C2CCC1C(C(=O)NCCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,Q01959,21.7,1667.0,7.664,5.778,Transporter
CN1C2CCC1C(C(=O)NCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,Q01959,65.1,52.2,7.186,7.282,Transporter
COC(=O)C1C(c2ccc(Cl)c(C)c2)CC2CCC1N2C,Q01959,,1.41,,8.851,Transporter
CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(OC(F)(F)F)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1,Q01959,,3600.0,,5.444,Transporter
O=C1CN2C3CCC2C1C(c1ccc(F)cc1)C3,Q01959,,3320.0,,5.479,Transporter
Cc1ccc(C2CC3CCC4C2C(O)(c2ccc(Cl)cc2)CN34)cc1,Q01959,,44.0,,7.357,Transporter
Cc1ccc(C2CC3CCC4C2C(C)(O)CN34)cc1,Q01959,,390.0,,6.409,Transporter
CCCC1C(c2ccc(C)cc2)CC2CC3CCN2C31,Q01959,,570.0,,6.244,Transporter
CCCC1(O)CN2C3CCC2C1C(c1ccc(C)cc1)C3,Q01959,,373.0,,6.428,Transporter
Cc1ccc(C2CC3CCC4C2C(O)(c2ccccc2)CN34)cc1,Q01959,,89.0,,7.051,Transporter
Cc1ccc(C2CC3CCC4C2C(=O)CN34)cc1,Q01959,,538.0,,6.269,Transporter
CN(C)CC(c1ccccc1)C(O)c1ccccc1,Q01959,12000.0,,4.921,,Transporter
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Q01959,360.0,,6.444,,Transporter
CNCCC(Oc1ccccc1C)c1ccccc1,Q01959,1080.0,3050.0,5.967,5.516,Transporter
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,Q01959,25.4,,7.595,,Transporter
CCOc1ccccc1OCC1CNCCO1,Q01959,155.0,,6.81,,Transporter
CC(C)(C)C(O)C(CN)c1ccc2ccccc2c1,Q01959,27000.0,,4.569,,Transporter
CN(C)CC(c1ccccc1)C(O)C(C)(C)C,Q01959,21400.0,,4.67,,Transporter
NCC(c1ccccc1)C(O)c1ccccc1,Q01959,24000.0,,4.62,,Transporter
CN(C)CC(c1ccc2ccccc2c1)C(O)C(C)(C)C,Q01959,340.0,,6.469,,Transporter
Cc1cc(C)c(C(O)C(CN(C)C)c2ccccc2)c(C)c1,Q01959,42000.0,,4.377,,Transporter
CN(C)CC(c1ccc2ccccc2c1)C(O)c1ccccc1,Q01959,70.0,,7.155,,Transporter
NCC(c1ccc2ccccc2c1)C(O)c1ccccc1,Q01959,140.0,,6.854,,Transporter
COc1ccc(C(CN)C(O)C2CCCCC2)cc1,Q01959,4310.0,,5.366,,Transporter
CC(C)(C)C(O)C(CN)c1ccccc1,Q01959,7260.0,,5.139,,Transporter
COc1ccc(C(CN(C)C)C(O)C2CCCCC2)cc1,Q01959,3500.0,,5.456,,Transporter
Cc1cc(C)c(C(O)C(CN)c2ccccc2)c(C)c1,Q01959,340.0,,6.469,,Transporter
Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,Q01959,478.5,672.0,6.32,6.173,Transporter
CNCCC(Oc1cccc2ccccc12)c1cccs1,Q01959,378.06,781.2,6.422,6.107,Transporter
CNCCC(Oc1cccc2c(O)c(O)ccc12)c1cccs1,Q01959,7275.0,,5.138,,Transporter
CNCCC(Oc1cccc2c(O)c(OC)ccc12)c1cccs1,Q01959,2814.0,,5.551,,Transporter
CNCCC(Oc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccccc12)c1cccs1,Q01959,3509.0,,5.455,,Transporter
CNCCC(Oc1ccc(O)c2ccccc12)c1cccs1,Q01959,130.0,,6.886,,Transporter
CNCCC(Oc1cccc2cc(O)ccc12)c1cccs1,Q01959,163.5,,6.786,,Transporter
CNCCC(Oc1cccc2c(OC)c(O)ccc12)c1cccs1,Q01959,353.0,,6.452,,Transporter
CNCCC(Oc1cccc2c(O)cccc12)c1cccs1,Q01959,240.5,,6.619,,Transporter
CC(C)(C)NC1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21,Q01959,510.0,,6.292,,Transporter
CCCN(C)C1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21,Q01959,670.0,,6.174,,Transporter
CCCNC1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21,Q01959,250.0,,6.602,,Transporter
CN(C)C1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21,Q01959,206.0875,,6.686,,Transporter
CCNC1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21,Q01959,100.5,,6.998,,Transporter
CCN(C)C1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21,Q01959,400.0,,6.398,,Transporter
CN(C)C1CC(c2ccc(Cl)c(Cl)c2)c2ccc(I)cc21,Q01959,300.0,,6.523,,Transporter
COC(=O)C1C(c2cccc(-c3ccccc3)c2)CC2CCC1N2C,Q01959,8.83,,8.054,,Transporter
COC(=O)C1C2CCC(CC1c1cccc(I)c1)N2,Q01959,438.0,,6.359,,Transporter
COC(=O)C1C(c2cccc(-c3ccsc3)c2)CC2CCC1N2C,Q01959,29.8,,7.526,,Transporter
COC(=O)C1C(c2cccc(-c3ccco3)c2)CC2CCC1N2C,Q01959,54.0,,7.268,,Transporter
COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N(C)C2,Q01959,0.48,,9.319,,Transporter
COC(=O)C1C(c2ccc(C=CBr)cc2)CC2CCC1N2C,Q01959,3.1,,8.509,,Transporter
COC(=O)C1C(c2ccc(C=C(Br)Br)cc2)CC2CCC1N2C,Q01959,6.73,,8.172,,Transporter
COC(=O)C1C(c2ccc(C=CI)cc2)CC2CCC1N2C,Q01959,22.0,,7.658,,Transporter
COC(=O)C1C2CCC(CC1c1ccc(C=CI)cc1)N2,Q01959,4.323333333333333,,8.364,,Transporter
COC(=O)C1C2CCC(CC1c1ccc(C=C(Br)Br)cc1)N2,Q01959,5.6,,8.252,,Transporter
COC(=O)C1C2CCC(CC1c1ccc(C=CBr)cc1)N2,Q01959,3.9,,8.409,,Transporter
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,Q01959,16540.0,,4.781,,Transporter
CN1C2CCC1C(C(=O)Oc1ccccc1)C(c1ccc(Cl)cc1)C2,Q01959,5.25,,8.28,,Transporter
CN(C)Cc1ccccc1Sc1ccc(C(F)(F)F)cc1N,Q01959,2038.0,,5.691,,Transporter
CN(C)Cc1ccccc1Sc1ccc(C#N)cc1N,Q01959,1423.0,,5.847,,Transporter
CN(C)Cc1ccccc1Sc1ccc(Cl)cc1N,Q01959,115.0,,6.939,,Transporter
COc1ccc(Sc2ccccc2CN(C)C)c(N)c1,Q01959,2651.0,,5.577,,Transporter
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,P31645,,3.8,,8.42,Transporter
CC(C)OC(=O)C1C(c2ccc(Cl)cc2)CC2CCC1N(C)C2,Q01959,0.9,,9.046,,Transporter
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,Q01959,1.46,,8.836,,Transporter
CC1CCC(C)N1CCCOc1ccc(-c2ccc(C(=O)N3CCOCC3)cc2)cc1,Q01959,4897.79,,5.31,,Transporter
CC(C)c1noc(C2C(c3ccc(Cl)cc3)CC3CCC2N3C)n1,P23977,,6.0,,8.222,Transporter
COc1ccc(-c2noc(C3C(c4ccc(Cl)cc4)CC4CCC3N4C)n2)cc1,P23977,,1.81,,8.742,Transporter
Cc1noc(C2C(c3ccccc3)CC3CCC2N3C)n1,P23977,,185.5,,6.732,Transporter
Cc1noc(C2C(c3ccc(Cl)cc3)CC3CCC2N3C)n1,P23977,,4.05,,8.393,Transporter
Cc1ccc(C2CC3CCC(C2c2nc(-c4ccccc4)no2)N3C)cc1,P23977,,2.33,,8.633,Transporter
CN1C2CCC1C(c1nc(-c3ccc(Br)cc3)no1)C(c1ccc(Cl)cc1)C2,P23977,,3.44,,8.463,Transporter
CN1C2CCC1C(c1nc(-c3ccc(Cl)cc3)no1)C(c1ccc(Cl)cc1)C2,P23977,,4.06,,8.391,Transporter
CN1C2CCC1C(c1nc(-c3ccccc3)no1)C(c1ccc(Cl)cc1)C2,P23977,0.59,,9.229,,Transporter
COC(=O)C1=C(c2ccc3ccccc3c2)CC2CCC1N2C,P23977,,5.17,,8.287,Transporter
CCCc1ccc(C2CC3CCC(C2C(=O)OC)N3C)cc1,P23977,,68.5,,7.164,Transporter
CC#Cc1ccc(C2CC3CCC(C2C(=O)OC)N3C)cc1,P23977,,2.37,,8.625,Transporter
COC(=O)C1C(c2ccc(C#CCc3ccccc3)cc2)CC2CCC1N2C,P23977,,1.82,,8.74,Transporter
COC(=O)C1C(c2ccc(Cc3ccccc3)cc2)CC2CCC1N2C,P23977,,526.0,,6.279,Transporter
C=Cc1ccc(C2CC3CCC(C2C(=O)OC)N3C)cc1,P23977,,1.24,,8.907,Transporter
C=C(c1ccccc1)c1ccc(C2CC3CCC(C2C(=O)OC)N3C)cc1,P23977,,474.0,,6.324,Transporter
COC(=O)C1C(c2ccc(C=CCc3ccccc3)cc2)CC2CCC1N2C,P23977,,15.8,,7.801,Transporter
COC(=O)C1C(c2ccc(CCCc3ccccc3)cc2)CC2CCC1N2C,P23977,,351.0,,6.455,Transporter
COC(=O)C1C(c2ccc(C#Cc3ccccc3)cc2)CC2CCC1N2C,P23977,,3.7,,8.432,Transporter
COC(=O)C1C(c2ccc(C#CCCCc3ccccc3)cc2)CC2CCC1N2C,P23977,,300.0,,6.523,Transporter
COC(=O)C1C(c2ccc(CCc3ccccc3)cc2)CC2CCC1N2C,P23977,,5.14,,8.289,Transporter
COC(=O)C1C(c2ccc(CCCCc3ccccc3)cc2)CC2CCC1N2C,P23977,,228.0,,6.642,Transporter
COC(=O)C1C(c2ccc(C#CCCCCO)cc2)CC2CCC1N2C,P23977,,57.0,,7.244,Transporter
COC(=O)C1C(c2ccc(C#CCCc3ccccc3)cc2)CC2CCC1N2C,P23977,,6.28,,8.202,Transporter
CC=Cc1ccc(C2CC3CCC(C2C(=O)OC)N3C)cc1,P23977,,10.145,,7.994,Transporter
C#Cc1ccc(C2CC3CCC(C2C(=O)OC)N3C)cc1,P23977,,1.2,,8.921,Transporter
COC1CC2CC(OC(c3ccc(F)cc3)c3ccc(F)cc3)CC1N2C,P23977,,68.56666666666666,,7.164,Transporter
COC1CC2CC(OC(c3ccccc3)c3ccc(Cl)cc3)CC1N2C,P23977,,349.0,,6.457,Transporter
