canonical_smiles,uniprot_id,K,AC50,pK,pAC50,Protein_family
Clc1ccc([C@]23CCNCC2(Cn2ncc4ccccc42)C3)cc1Cl,P31645,0.2512,,9.6,,Transporter
Cc1cnc([C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)o1,P31645,6.31,,8.2,,Transporter
Cc1csc([C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,P31645,0.5012,,9.3,,Transporter
Cc1cc([C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)no1,P31645,7.943,,8.1,,Transporter
Cc1noc([C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,P31645,7.943,,8.1,,Transporter
Cc1csc(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,P31645,0.1,,10.0,,Transporter
Cc1coc(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,P31645,1.995,,8.7,,Transporter
Cc1ncoc1C[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,P31645,3.162,,8.5,,Transporter
Cc1cnn(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)c1,P31645,0.7943,,9.1,,Transporter
Cc1cc(C)n(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,P31645,0.3981,,9.4,,Transporter
FC(F)(F)c1ccnn1C[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,P31645,1.995,,8.7,,Transporter
FC(F)(F)c1ccn(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,P31645,1.995,,8.7,,Transporter
N#Cc1ccnn1C[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,P31645,5.012,,8.3,,Transporter
N#Cc1ccn(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,P31645,1.0,,9.0,,Transporter
Cc1cc(C(F)(F)F)nn1C[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,P31645,1.0,,9.0,,Transporter
Cc1cc(C(F)(F)F)n(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,P31645,0.7943,,9.1,,Transporter
CC(C)(C)c1ccn(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,P31645,0.2512,,9.6,,Transporter
Clc1ccc([C@]23CCNC[C@@]2(Cn2cccc2)C3)cc1Cl,P31645,0.3981,,9.4,,Transporter
N#Cc1cccn1C[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,P31645,2.512,,8.6,,Transporter
N#Cc1ccn(CC23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)c1,P31645,0.631,,9.2,,Transporter
Cc1ccn(CC23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)c1,P31645,0.5012,,9.3,,Transporter
Cc1ccc(C)n1C[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,P31645,2.512,,8.6,,Transporter
Cc1cc(C)n(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)c1,P31645,1.995,,8.7,,Transporter
Clc1ccc([C@]23CCNC[C@@]2(Cn2cncn2)C3)cc1Cl,P31645,3.981,,8.4,,Transporter
Cc1nc(C)n(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,P31645,3.162,,8.5,,Transporter
CC(C)c1nnnn1C[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,P31645,63.1,,7.2,,Transporter
CC(C)c1nnn(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,P31645,0.7943,,9.1,,Transporter
Clc1ccc([C@]23CCNCC2(Cn2ccc4ccccc42)C3)cc1Cl,P31645,1.259,,8.9,,Transporter
Clc1ccc([C@]23CCNCC2(Cn2cc4ccccc4n2)C3)cc1Cl,P31645,0.1995,,9.7,,Transporter
Oc1nc2cc3c(cc2c2c1[C@@H](N1CCN(Cc4ccccc4I)CC1)CCC2)OCO3,P31645,,23.0,,7.638,Transporter
CN(C)CCCc1c[nH]c2cccc(Cl)c12,P31645,,29.0,,7.538,Transporter
O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4F)CC3)CC2)c2ccc3c(c21)OCCO3,P31645,,480.0,,6.319,Transporter
O=S1(=O)N(CCC2CNCCO2)c2c(F)cccc2N1c1ccccc1F,P31645,,992.0,,6.003,Transporter
CNC[C@@H](CCN1c2ccccc2N(c2ccccc2)S1(=O)=O)OC,P31645,,5100.0,,5.292,Transporter
O=S1(=O)N(CC[C@H]2CNCCO2)c2ccccc2N1c1ccccc1,P31645,,1030.0,,5.987,Transporter
O=S1(=O)N(CC[C@@H]2CNCCO2)c2ccccc2N1c1ccccc1,P31645,,6770.0,,5.169,Transporter
O=S1(=O)N(CCC2CCCNC2)c2ccccc2N1c1ccccc1,P31645,,2983.0,,5.525,Transporter
O=S1(=O)N(CC[C@@H]2CNCCO2)c2ccccc2N1c1ccccc1F,P31645,,6410.0,,5.193,Transporter
COc1cccc(N2c3ccccc3N(CC[C@@H]3CNCCO3)S2(=O)=O)c1,P31645,,749.0,,6.126,Transporter
O=S1(=O)N(CC[C@@H]2CNCCO2)c2ccccc2N1c1ccc(F)cc1F,P31645,,4128.0,,5.384,Transporter
O=S1(=O)N(CC[C@@H]2CNCCO2)c2ccccc2N1c1c(F)cc(F)cc1F,P31645,,1400.0,,5.854,Transporter
O=S1(=O)N(CCC2CNCCO2)c2cc(F)ccc2N1c1ccccc1F,P31645,,8347.0,,5.078,Transporter
O=S1(=O)N(CCC2CNCCO2)c2ccc(F)cc2N1c1ccccc1F,P31645,,806.0,,6.094,Transporter
O=S1(=O)N(CCC2CNCCO2)c2cccc(F)c2N1c1ccccc1F,P31645,,5790.0,,5.237,Transporter
COc1cc2c(cc1OC)CN(CCCCn1cc(-c3ccc(F)cc3)c3ccccc31)CC2,P31645,295.0,,6.53,,Transporter
CN(C)CCCc1c[nH]c2ccc(O)cc12,P31645,,11.0,,7.959,Transporter
Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1,P31645,6.31,,8.2,,Transporter
CN(C)CCCc1c[nH]c2ccc(Br)cc12,P31645,,17.0,,7.77,Transporter
CN(C)CCCc1c[nH]c2ccc(I)cc12,P31645,,31.0,,7.509,Transporter
COc1ccc(Br)c(CC2CCN([C@H]3CC[C@]4(CC3)OC(=O)c3c5c(ccc34)OCO5)CC2)c1,P31645,,91.0,,7.041,Transporter
CC(COc1ccc2c(c1)NC(=O)CO2)NCC(O)COc1cccc2[nH]ccc12,P31645,50.12,,7.3,,Transporter
O=C1O[C@]2(CC[C@@H](N3CCC(Cc4cc(Cl)ccc4Cl)CC3)CC2)c2ccc3c(c21)OCO3,P31645,,92.0,,7.036,Transporter
COc1cc2nc(O)c3c(c2cc1OC)CCC[C@@H]3N1CCC(Cc2cc(F)ccc2F)CC1,P31645,,5.5,,8.26,Transporter
O=C1O[C@]2(CC[C@@H](N3CCC(Cc4cc(F)ccc4F)CC3)CC2)c2ccc3c(c21)OCO3,P31645,,250.0,,6.602,Transporter
Cc1cccc(N2CCN(CCc3ccc4[nH]nnc4c3)CC2)c1C,P31645,,260.0,,6.585,Transporter
O=C1O[C@]2(CC[C@@H](N3CCN(Cc4ccccc4I)CC3)CC2)c2ccc3c(c21)OCO3,P31645,,48.0,,7.319,Transporter
COc1ccc(F)c(CC2CCN([C@H]3CC[C@]4(CC3)OC(=O)c3c5c(ccc34)OCO5)CC2)c1,P31645,,400.0,,6.398,Transporter
COC(=O)C1=C(c2ccc3ccccc3c2)CC2CCC1O2,P31645,,700.0,,6.155,Transporter
Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1,P31645,,10.2,,7.991,Transporter
COc1ccccc1-n1c(C)nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c1C,P31645,,9.0,,8.046,Transporter
Cc1c(Cl)cccc1N1CCN(C[C@@H](O)CNC(=O)c2nc(-c3ccccc3)n(-c3ccc(F)cc3)c2C)CC1,P31645,,232.0,,6.635,Transporter
Cc1cccc(N2CCN(CCCNC(=O)c3nc(C)n(-c4ccccc4Cl)c3C)CC2)c1C,P31645,,17.0,,7.77,Transporter
CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)cn1-c1ccc(Cl)cc1,P31645,,67.2,,7.173,Transporter
CCCc1nc(C(=O)NCC(O)CN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccc(OC)cc1,P31645,,6.0,,8.222,Transporter
Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1F,P31645,,13.0,,7.886,Transporter
CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1,P31645,,13.0,,7.886,Transporter
COc1ccc(-n2cc(C(=O)NCCCN3CCN(c4cccc(C)c4C)CC3)nc2-c2ccccc2)cc1,P31645,,42.6,,7.371,Transporter
Cc1cccc(N2CCN(C[C@@H](O)CNC(=O)c3nc(C)n(-c4ccccc4)c3C)CC2)c1C,P31645,,5.08,,8.294,Transporter
Cc1cccc(N2CCN(CC(O)CNC(=O)c3nc(-c4ccccc4)n(-c4ccccc4)c3C)CC2)c1C,P31645,,19.1,,7.719,Transporter
Cc1c(Cl)cccc1N1CCN(CCCNC(=O)c2nc(C)n(CC(C)C)c2C)CC1,P31645,,447.1,,6.35,Transporter
CCCn1c(C)nc(C(=O)NCC(O)CN2CCN(c3cccc(C)c3C)CC2)c1C,P31645,,10.4,,7.983,Transporter
COc1ccccc1-n1c(C)nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,P31645,,15.8,,7.801,Transporter
COc1ccccc1-n1c(C)nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3C)CC2)c1C,P31645,,16.8,,7.775,Transporter
CCCc1nc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1,P31645,,82.0,,7.086,Transporter
Cc1cccc(N2CCN(C[C@H](O)CNC(=O)c3nc(C)n(-c4ccccc4)c3C)CC2)c1C,P31645,,0.64,,9.194,Transporter
Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc2c(c1)OCCO2,P31645,,9.17,,8.038,Transporter
COc1ccc(-n2c(C)nc(C(=O)NCCCN3CCN(c4cccc(Cl)c4C)CC3)c2C)cc1,P31645,,12.4,,7.907,Transporter
Cc1cccc(N2CCN(C[C@H](O)CNC(=O)c3nc(C)n(-c4ccccc4F)c3C)CC2)c1C,P31645,,0.75,,9.125,Transporter
Cc1cccc(N2CCN(C[C@@H](O)CNC(=O)c3nc(C)n(-c4ccccc4F)c3C)CC2)c1C,P31645,,10.3,,7.987,Transporter
Cc1cccc(N2CCN(CC(O)CNC(=O)c3nc(C)n(CC(C)C)c3C)CC2)c1C,P31645,,1262.0,,5.899,Transporter
Cc1nc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1,P31645,,97.5,,7.011,Transporter
CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3C)CC2)c(C)n1-c1ccc(OC)cc1,P31645,,10.2,,7.991,Transporter
Cc1c(Cl)cccc1N1CCN(CCCNC(=O)c2nc(C)n(-c3ccccc3F)c2C)CC1,P31645,,6.17,,8.21,Transporter
Cc1cccc(N2CCN(CCCNC(=O)c3nc(C)n(CC(C)C)c3C)CC2)c1C,P31645,,436.1,,6.36,Transporter
Cc1cccc(N2CCN(CCCNC(=O)c3nc(C(C)C)n(-c4ccccc4)c3C)CC2)c1C,P31645,,16.0,,7.796,Transporter
CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc(OC)cc1,P31645,,84.0,,7.076,Transporter
COc1ccccc1-n1c(C)nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,P31645,,12.2,,7.914,Transporter
Cc1nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc2c(c1)OCCO2,P31645,,12.0,,7.921,Transporter
CCCc1nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc(OC)cc1,P31645,,51.8,,7.286,Transporter
Cc1c(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)nc(-c2ccccc2)n1-c1ccccc1,P31645,,71.1,,7.148,Transporter
COc1cc(OC)cc(-n2c(C)nc(C(=O)NCCCN3CCN(c4cccc(C)c4C)CC3)c2C)c1,P31645,,10.0,,8.0,Transporter
O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4Cl)CC3)CC2)c2ccc3c(c21)OCCO3,P31645,,100.0,,7.0,Transporter
O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4Br)CC3)CC2)c2ccc3c(c21)OCO3,P31645,,45.0,,7.347,Transporter
COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1S2,P31645,,3600.0,,5.444,Transporter
CN(C)Cc1ccccc1Oc1ccc(I)cc1N,P31645,0.2705,,9.568,,Transporter
COC(=O)C1=C(c2ccc(I)cc2)CC2CCC1O2,P31645,,4800.0,,5.319,Transporter
c1ccc2nc(N3CCNCC3)ccc2c1,P31645,30.0,,7.523,,Transporter
CN(C)Cc1ccccc1Sc1ccc(CCO)cc1N,P31645,50.58,,7.296,,Transporter
CCc1ccc(Sc2ccccc2CN(C)C)c(N)c1,P31645,0.49,,9.31,,Transporter
CCc1ccc(Sc2ccccc2CNC)c(N)c1,P31645,2.04,,8.69,,Transporter
CN(C)Cc1ccccc1Sc1ccccc1N,P31645,1.59,,8.799,,Transporter
C=Cc1ccc(Sc2ccccc2CN(C)C)c(N)c1,P31645,1.12,,8.951,,Transporter
CN(C)Cc1ccccc1Sc1ccc(F)cc1N,P31645,1.46,,8.836,,Transporter
CN(C)Cc1ccccc1Sc1ccc(CO)cc1N,P31645,0.685,,9.164,,Transporter
Cc1ccc(Sc2ccccc2CNCCF)c(N)c1,P31645,71.3,,7.147,,Transporter
CCNCc1ccccc1Sc1ccc(C)cc1N,P31645,70.2,,7.154,,Transporter
Cc1cc(N)c(Sc2ccccc2CN(C)C)cc1F,P31645,179.3,,6.746,,Transporter
CCSc1ccc(CC(C)N)cc1,P31645,,18517.04,,4.732,Transporter
OC1(c2ccc(Cl)cc2)CCN(CCCCc2ccc(F)cc2)CC1,P31645,1867.0,,5.729,,Transporter
OC1(c2ccc(Cl)cc2)CCN(CCCSc2ccc(F)cc2)CC1,P31645,160.0,,6.796,,Transporter
OC1(c2ccc(Cl)cc2)CCN(CCCOc2ccc(F)cc2)CC1,P31645,2228.0,,5.652,,Transporter
CN[C@@H](CCOc1ccc([N+](=O)[O-])cc1)c1ccc(OC(=O)N(C)C)cc1,P31645,,42.0,,7.377,Transporter
COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2C/C=C/I,P31645,1.5,,8.824,,Transporter
O=C1c2ccc(F)cc2CC1CCN1CCCN(c2ccc(Cl)cc2)CC1,P31645,23.995,,7.62,,Transporter
Clc1ccc(N2CCCN(CCCCc3nc4ccccc4s3)CC2)cc1,P31645,65.0,,7.187,,Transporter
Clc1ccc(N2CCCN(CCCc3nc4ccccc4s3)CC2)cc1,P31645,34.0,,7.469,,Transporter
O=C(CCCCN1CCCN(c2ccc(Cl)cc2)CC1)c1nc2ccccc2s1,P31645,65.0,,7.187,,Transporter
O=C(CCCN1CCCN(c2ccc(Cl)cc2)CC1)c1nc2ccccc2s1,P31645,5.3,,8.276,,Transporter
COC(=O)[C@H]1[C@@H](c2ccc(C)cc2)C[C@@H]2CC[C@H]1N2C/C=C(\I)C(F)(F)F,P31645,251.0,,6.6,,Transporter
CN(C)C[C@H]1C[C@@H]1c1c[nH]c2cccc(F)c12,P31645,59.0,,7.229,,Transporter
CN(C)C[C@@H]1C[C@@H]1c1c[nH]c2ccc(C#N)cc12,P31645,17.0,,7.77,,Transporter
CN(C)C[C@H]1C[C@@H]1c1c[nH]c2cc(F)ccc12,P31645,38.0,,7.42,,Transporter
Cc1ccc(Sc2ccccc2CNCCCF)c(N)c1,P31645,518.0,,6.286,,Transporter
CN(C)C[C@@H]1C[C@H]1c1c[nH]c2ccc(C#N)cc12,P31645,8.9,1.1,8.051,8.959,Transporter
CN(C)C[C@H]1C[C@@H]1c1c[nH]c2ccc(C#N)cc12,P31645,,0.4666666666666666,,9.331,Transporter
CN(C)C[C@@H]1C[C@@H]1c1c[nH]c2ccc(F)cc12,P31645,19.0,,7.721,,Transporter
C[C@H]1Oc2c(cccc2N2CCN(CCCc3c[nH]c4ccc(F)cc34)CC2)NC1=O,P31645,0.2512,,9.6,,Transporter
CN(C)C[C@@H]1C[C@H]1c1c[nH]c2ccc(F)cc12,P31645,41.0,,7.387,,Transporter
CN(C)C[C@H]1C[C@@H]1c1c[nH]c2c(C#N)cccc12,P31645,0.58,,9.237,,Transporter
CN(C)C(=O)Oc1ccc2c(c1)C=CCN(C)[C@@H]2CCOc1ccc([N+](=O)[O-])cc1,P31645,,6.0,,8.222,Transporter
CN1C2C=C(c3cccc(-c4ccccc4)c3)CC1CC2,P31645,,670.0,,6.174,Transporter
CN(C)C[C@H]1C[C@@H]1c1c[nH]c2cc(C#N)ccc12,P31645,7.4,,8.131,,Transporter
C[C@@H]1CN(c2cccc3cc(F)ccc23)CCN1CCC1OCCc2c1sc(C(N)=O)c2Cl,P31645,,2.1,,8.678,Transporter
CN(C)C[C@H]1C[C@@H]1c1c[nH]c2cccc(C#N)c12,P31645,325.0,,6.488,,Transporter
CN(C)C[C@H]1C[C@@H]1c1c[nH]c2ccc(F)cc12,P31645,,4.1,,8.387,Transporter
COc1cccc2c1CCCC2CN(C)CCc1cccc(F)c1,P31645,,160.0,,6.796,Transporter
CCN(CC)C(=O)[C@@]1(c2ccccc2)CC1CNCC(O)COc1cccc2[nH]ccc12,P31645,,120.0,,6.921,Transporter
CN(C)CCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,P31645,8.3,,8.081,,Transporter
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N2CCNC(=O)CCCN1CCCc2cc3c(cc21)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C3,P31645,227.0,,6.644,,Transporter
CN(C)C[C@H]1C[C@@H]1c1cn(C)c2ccc(C#N)cc12,P31645,6.5,,8.187,,Transporter
CCn1cc([C@H]2C[C@@H]2CN(C)C)c2cc(C#N)ccc21,P31645,1.8,,8.745,,Transporter
CCC1(CCCNC)Cc2cc(Cl)ccc2N(c2ccc(C)cc2)C1=O,P31645,128.0,,6.893,,Transporter
CCCC1(CCCNC)Cc2ccccc2N(c2ccc(C)cc2)C1=O,P31645,160.0,,6.796,,Transporter
CN1C2CCC1CC(O)(C1c3ccccc3-c3ccc(Br)cc31)C2,P31645,,2570.0,,5.59,Transporter
Cn1c(=O)cnn(CCCCN2CCN(c3cccc4ccc(O[11CH3])cc34)CC2)c1=O,P31645,6144.0,,5.212,,Transporter
CN1C2CCC1CC(O)(c1ccccc1-c1ccccc1)C2,P31645,,2520.0,,5.599,Transporter
COC(=O)C1=C(c2ccc(-c3ccco3)cc2)CC2CCC1O2,P31645,,248.0,,6.606,Transporter
COC(=O)C1=C(c2ccc(-c3cccs3)cc2)CC2CCC1O2,P31645,,242.0,,6.616,Transporter
COC(=O)C1=C(c2cccc(-c3ccco3)c2)CC2CCC1O2,P31645,,710.0,,6.149,Transporter
COC(=O)C1=C(c2cccc(-c3cccn3C)c2)CC2CCC1O2,P31645,,870.0,,6.06,Transporter
COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(-c3ccco3)cc1)O2,P31645,,32.0,,7.495,Transporter
COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(-c3cccs3)cc1)O2,P31645,,35.0,,7.456,Transporter
COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(-c3cccn3C)cc1)O2,P31645,,395.0,,6.403,Transporter
COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(-c3nccs3)cc1)O2,P31645,,128.0,,6.893,Transporter
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(-c3ccco3)cc1)O2,P31645,,30.0,,7.523,Transporter
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(-c3cccn3C)cc1)O2,P31645,,566.0,,6.247,Transporter
COC(=O)[C@@H]1C2CCC(C[C@H]1c1cccc(-c3ccco3)c1)O2,P31645,,77.0,,7.114,Transporter
COC(=O)[C@@H]1C2CCC(C[C@H]1c1cccc(-c3cccs3)c1)O2,P31645,,287.0,,6.542,Transporter
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1cccc(-c3cccn3C)c1)O2,P31645,,142.0,,6.848,Transporter
COC(=O)[C@@H]1C2CCC(C[C@H]1c1cc3ccccc3s1)O2,P31645,,10.0,,8.0,Transporter
COC(=O)[C@H]1C2CCC(C[C@@H]1c1cc3ccccc3s1)O2,P31645,,79.0,,7.102,Transporter
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1cc3ccccc3[nH]1)O2,P31645,,556.0,,6.255,Transporter
COC(=O)[C@H]1C2CCC(C[C@H]1c1ccc(-c3ccccc3)s1)O2,P31645,,78.0,,7.108,Transporter
COC(=O)[C@H]1C2CCC(C[C@H]1c1ccc(-c3ccccc3)o1)O2,P31645,,640.0,,6.194,Transporter
CN1C2C=C(C3c4ccccc4-c4ccccc43)CC1CC2,P31645,,690.0,,6.161,Transporter
[2H]C([2H])([2H])Oc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,P31645,,1900.0,,5.721,Transporter
[2H]C([2H])([2H])N(C[C@H]1CCCC[C@]1(O)c1cccc(O)c1)C([2H])([2H])[2H],P31645,,9900.0,,5.004,Transporter
CCCC(C(=O)c1ccc(C(=O)OC)cc1)N1CCCC1,P31645,3650.0,2350.0,5.438,5.629,Transporter
CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,P31645,2995.0,1925.0,5.524,5.716,Transporter
CCCC(C(=O)c1ccc(-c2ccco2)cc1)N1CCCC1,P31645,3330.0,2180.0,5.478,5.662,Transporter
CCCC(CN1CCCC1)C(=O)c1ccc(Cl)c(Cl)c1,P31645,630.0,710.0,6.201,6.149,Transporter
CCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,P31645,810.0,441.0,6.092,6.356,Transporter
CCOC[C@H]1[C@@H]2CNC[C@@]21C,P31645,25.12,,7.6,,Transporter
COCC[C@H]1[C@]2(C)CNC[C@]12c1ccc(Cl)c(Cl)c1,P31645,,1.585,,8.8,Transporter
COCC[C@H]1[C@@]2(c3ccc(Cl)c(Cl)c3)CNC[C@]12C,P31645,31.62,,7.5,,Transporter
CCOC[C@]1(c2ccc(Cl)c(Cl)c2)[C@@H]2CCC[C@@H]21,P31645,0.5012,,9.3,,Transporter
CCOC[C@@]1(c2ccc(Cl)c(Cl)c2)[C@@H]2CCC[C@@H]21,P31645,2511.89,,5.6,,Transporter
C=CCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,P31645,1060.0,440.0,5.975,6.357,Transporter
Cc1ccc(C(=O)C(CC(C)C)N2CCCC2)cc1,P31645,2870.0,2040.0,5.542,5.69,Transporter
CCCC(C(=O)c1ccc(Br)cc1)N1CCCC1,P31645,830.0,1050.0,6.081,5.979,Transporter
CCCC(C(=O)c1ccc(I)cc1)N1CCCC1,P31645,301.0,197.0,6.521,6.706,Transporter
CCCC(CN1CCCC1)C(=O)c1ccc(C)cc1,P31645,4100.0,4800.0,5.387,5.319,Transporter
C[C@@H](Cc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,P31645,112.0,,6.951,,Transporter
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C(=O)O)cc21,P31645,,90.0,,7.046,Transporter
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C[S+](C)O)cc21,P31645,,340.0,,6.469,Transporter
O[C@H](CCc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,P31645,16.0,,7.796,,Transporter
CNCC[C@H](Oc1cccc2cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc12)c1cccs1,P31645,1459.0,,5.836,,Transporter
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(N)=O)c(NS(C)(=O)=O)cc21,P31645,,24.0,,7.62,Transporter
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)O)ccc21,P31645,,60.0,,7.222,Transporter
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(=O)(=O)N(C)C)cc21,P31645,,70.0,,7.155,Transporter
CN[C@@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,P31645,,240.0,,6.62,Transporter
CCCC(C(=O)c1ccccc1C)N1CCCC1,P31645,3720.0,2020.0,5.429,5.695,Transporter
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(S(C)(=O)=O)ccc21,P31645,,54.0,,7.268,Transporter
CCCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,P31645,199.0,600.0,6.701,6.222,Transporter
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(CC(N)=O)cc21,P31645,,10.0,,8.0,Transporter
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C#N)cc21,P31645,,3.0,,8.523,Transporter
Clc1ccc(N2CCN(CCCc3nc4ccccc4s3)CC2)cc1,P31645,1184.0,,5.927,,Transporter
Clc1ccc(N2CCN(CCCCc3nc4ccccc4s3)CC2)cc1,P31645,166.0,,6.78,,Transporter
OC1(c2ccc(Cl)cc2)CCN(CCCCc2nc3ccccc3s2)CC1,P31645,922.0,,6.035,,Transporter
O=C(CCCN1CCC(c2ccccc2)CC1)c1nc2ccccc2s1,P31645,706.0,,6.151,,Transporter
O=C(CCCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1nc2ccccc2s1,P31645,565.0,,6.248,,Transporter
c1ccc2c(c1)CCN(CCCCc1nc3ccccc3s1)C2,P31645,1325.0,,5.878,,Transporter
c1ccc2c(c1)CN(CCCCc1nc3ccccc3s1)C2,P31645,186.0,,6.73,,Transporter
O=C(CCCN1CCN(c2ccc(Cl)cc2)CC1)c1nc2ccccc2s1,P31645,491.0,,6.309,,Transporter
O=C(CCCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1nc2ccccc2s1,P31645,282.92,,6.548,,Transporter
O=C(CCCCN1Cc2ccccc2C1)c1nc2ccccc2s1,P31645,237.0,,6.625,,Transporter
O=C(CCCCN1CCN(c2ccc(Cl)cc2)CC1)c1nc2ccccc2s1,P31645,81.0,,7.092,,Transporter
O=C(CCCCN1CCN(c2ccccc2)CC1)c1nc2ccccc2s1,P31645,298.0,,6.526,,Transporter
O=C(CCCCN1CCC(c2ccccc2)CC1)c1nc2ccccc2s1,P31645,64.0,,7.194,,Transporter
