canonical_smiles,uniprot_id,K,AC50,pK,pAC50,Protein_family
CC(C)(Oc1cccc(CCCN(Cc2ccc(C(F)(F)F)cc2C(F)(F)F)C(=O)COc2ccc(Cl)c(Cl)c2)c1)C(=O)O,P37231,,30.0,,7.523,NHR
CC[C@@H](Cc1ccc(OC)c(C(=O)NCc2ccc(Oc3ccc(F)cc3)cc2)c1)C(=O)O,P37231,,2500.0,,5.602,NHR
CC(C)(Oc1cccc(CCCN(CCOC(=O)c2ccc(N=C=O)cc2)Cc2ccc(C(F)(F)F)cc2C(F)(F)F)c1)C(=O)O,P37231,,0.5,,9.301,NHR
COc1ccc(CCc2c(-c3ccccc3)[nH]c3ccc(CC(=O)O)cc23)cc1,P37231,48.620000000000005,46.9125,7.313,7.329,NHR
CCCN[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)C(=O)O,P37231,,239.94,,6.62,NHR
CCCc1c(OCCOc2cccc3c2ccn3CC(=O)O)ccc2c(C(F)(F)F)noc12,P37231,,1495.0,,5.825,NHR
CC(C)(Oc1cccc(CCCN(C(=O)COc2ccc(Cl)c(Cl)c2)c2cccc(-c3ncon3)c2C2CC2)c1)C(=O)O,P37231,,170.0,,6.77,NHR
CCSC(Cc1ccc(OC)c(C(=O)NCc2ccc(C(F)(F)F)cc2)c1)C(=O)O,P37231,,2800.0,,5.553,NHR
O=C(O)CCCNC(=O)c1ccccc1NC(=O)c1ccc(-c2ccccc2)cc1,P37231,,13000.0,,4.886,NHR
O=C(O)CCCNC(=O)c1ccccc1NC(=O)c1cccc(-c2ccccc2)c1,P37231,,37000.0,,4.432,NHR
O=C(O)CCCNC(=O)c1ccccc1NC(=O)c1ccccc1-c1ccccc1,P37231,,23000.0,,4.638,NHR
O=C(O)CCCNC(=O)c1ccccc1NC(=O)c1ccc2ccccc2c1,P37231,,18100.0,,4.742,NHR
O=C(O)CCCNC(=O)c1ccccc1NC(=O)c1cccc2ccccc12,P37231,,41000.0,,4.387,NHR
O=C(O)CCCCNC(=O)c1ccccc1NC(=O)c1ccc2ccccc2c1,P37231,,26000.0,,4.585,NHR
O=C(O)c1ccc(NC(=O)c2ccccc2NC(=O)c2ccc3ccccc3c2)cc1,P37231,,21000.0,,4.678,NHR
O=C(O)c1cccc(NC(=O)c2ccccc2NC(=O)c2ccc3ccccc3c2)c1,P37231,,5500.0,,5.26,NHR
CCn1c(CCCc2ccc(-c3ccc(NS(=O)(=O)c4ccccc4)cn3)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O,P37231,,15000.0,,4.824,NHR
CCC1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccccc4)cc3Cl)cc2O1,P37231,,690.0,,6.161,NHR
O=C(O)CCc1ccc2[nH]c(-c3ccccc3)c(CCc3ccccc3)c2c1,P37231,7244.18,3019.95,5.14,5.52,NHR
CCO[C@@H](Cc1ccc(OC/C=C(\c2ccccc2)c2ccc(F)cc2)cc1)C(=O)O,P37231,,8505.689999999999,,5.07,NHR
CCO[C@@H](Cc1ccc(OCC=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1)C(=O)O,P37231,,2191.92,,5.659,NHR
CCO[C@@H](Cc1ccc(OCC=C(c2ccc(-c3ccccc3)cc2)c2ccc(-c3ccccc3)cc2)cc1)C(=O)O,P37231,300.0,,6.523,,NHR
CCCCC(Cc1ccc(OC)c(C(=O)NCc2ccc(C(F)(F)F)cc2)c1)C(=O)O,P37231,,2500.0,,5.602,NHR
CCC(Cc1ccc(OC)c(C(=O)CCc2ccc(C(F)(F)F)cc2)c1)C(=O)O,P37231,,7400.0,,5.131,NHR
CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CCCCCCCC2)cc1,P37231,1.82,38.95,8.74,7.409,NHR
CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CCCCC2)cc1,P37231,2.85,52.85,8.545,7.277,NHR
CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CCCCCC2)cc1,P37231,,6.7,,8.174,NHR
CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CCCCCCC2)cc1,P37231,0.1,1.9,10.0,8.721,NHR
CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CCCC(C)(C)C2)cc1,P37231,,7.0,,8.155,NHR
CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CCC(C)(C)CC2)cc1,P37231,,10.2,,7.991,NHR
CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CC(C)(C)CC(C)(C)C2)cc1,P37231,0.4,2.2,9.398,8.658,NHR
CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2C3CCCC2CC3)cc1,P37231,0.64,6.7,9.194,8.174,NHR
CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2C3CCCC2CCC3)cc1,P37231,0.41,5.3,9.387,8.276,NHR
CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CC3CCC(C3)C2)cc1,P37231,0.8,11.85,9.097,7.926,NHR
CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2C3CC4CC(C3)CC2C4)cc1,P37231,0.11,2.2,9.959,8.658,NHR
O=C(O)Cc1ccc2[nH]c(-c3ccccc3)c(CCc3ccccc3)c2c1,P37231,147.95499999999998,309.03,6.83,6.51,NHR
O=C(O)CSc1nc(Cl)cc(Nc2ccc(Nc3ccccc3)cc2)n1,P37231,,12400.0,,4.907,NHR
CCCCC(Sc1nc(Cl)cc(Nc2ccc(Nc3ccccc3)cc2)n1)C(=O)O,P37231,,1060.0,,5.975,NHR
CCCCCCC(Sc1nc(Cl)cc(Nc2ccc(Nc3ccccc3)cc2)n1)C(=O)O,P37231,,690.0,,6.161,NHR
CCCCCCC(Sc1nc(Cl)cc(Nc2ccc(C(=O)c3ccc(N)cc3)cc2)n1)C(=O)O,P37231,,1200.0,,5.921,NHR
CCCCCCC(Sc1nc(Cl)cc(Nc2ccc(Oc3ccccc3)cc2)n1)C(=O)O,P37231,,2360.0,,5.627,NHR
CCCCCCC(Sc1nc(Cl)cc(Nc2ccc(Cc3ccccc3)cc2)n1)C(=O)O,P37231,,490.0,,6.31,NHR
CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2cccc(C(=O)O)c2)cc1,P37231,,3900.0,,5.409,NHR
O=C(O)c1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(F)(F)F)cc2)c1,P37231,,8500.0,,5.071,NHR
O=C(O)c1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(Br)cc2)c1,P37231,,4500.0,,5.347,NHR
O=C(O)c1cccc(NC(=O)c2ccccc2NC(=O)c2ccc3c(c2)OCO3)c1,P37231,,25000.0,,4.602,NHR
O=C(O)c1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(F)(F)F)c(F)c2)c1,P37231,,6900.0,,5.161,NHR
O=C(O)c1cccc(NC(=O)c2ccccc2NC(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,P37231,,11000.0,,4.959,NHR
CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2cccc(CC(=O)O)c2)cc1,P37231,,6200.0,,5.208,NHR
CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2cccc(CCC(=O)O)c2)cc1,P37231,,5000.0,,5.301,NHR
Cc1ccc(C(=O)O)cc1NC(=O)c1ccccc1NC(=O)c1ccc(C(C)(C)C)cc1,P37231,,6300.0,,5.201,NHR
Cc1c(NC(=O)c2ccccc2NC(=O)c2ccc(C(C)(C)C)cc2)cccc1C(=O)O,P37231,,13500.0,,4.87,NHR
COc1ccc(C(=O)O)cc1NC(=O)c1ccccc1NC(=O)c1ccc(C(C)(C)C)cc1,P37231,,4500.0,,5.347,NHR
CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2cc(C(=O)O)ccc2F)cc1,P37231,,5800.0,,5.237,NHR
CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2cc(C(=O)O)ccc2Cl)cc1,P37231,,1900.0,,5.721,NHR
Cc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(C)(C)C)cc2)cc1C(=O)O,P37231,,5000.0,,5.301,NHR
COc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(C)(C)C)cc2)cc1C(=O)O,P37231,,4400.0,,5.357,NHR
CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)c(C(=O)O)c2)cc1,P37231,,5400.0,,5.268,NHR
CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Br)c(C(=O)O)c2)cc1,P37231,,6300.0,,5.201,NHR
CC(C)(C)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2cccc(C(=O)O)c2)cc1,P37231,,5400.0,,5.268,NHR
CC(C)(C)c1ccc(C(=O)Nc2cc(Cl)ccc2C(=O)Nc2cccc(C(=O)O)c2)cc1,P37231,,9000.0,,5.046,NHR
COc1ccc(C(=O)Nc2cccc(C(=O)O)c2)c(NC(=O)c2ccc(C(C)(C)C)cc2)c1,P37231,,2990.0,,5.524,NHR
O=C(O)[C@H](Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,P37231,,7600.0,,5.119,NHR
COc1ccc(C2COc3cc(O)ccc3C2=O)cc1,P37231,,124000.0,,3.907,NHR
Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc([N+](=O)[O-])cc3)cc12,P37231,,4288.0,,5.368,NHR
C/C(=C\C(=O)c1ccccc1)NC(Cc1ccc(OCCOc2ccc(/N=N/c3ccc(Cl)cc3)cc2)cc1)C(=O)O,P37231,,39.0,,7.409,NHR
Cc1nc(-c2cccc(C(F)(F)F)c2)sc1CNCc1ccc(OC(C)(C)C(=O)O)cc1,P37231,,25000.0,,4.602,NHR
C/C(=C\C(=O)c1ccccc1)NC(Cc1ccc(OCCOc2ccc(/C=C/c3ccccc3)cc2)cc1)C(=O)O,P37231,,12.0,,7.921,NHR
C/C(=C\C(=O)c1ccccc1)NC(Cc1ccc(OCCCOc2ccc(/C=C/c3ccccc3)cc2)cc1)C(=O)O,P37231,,47.0,,7.328,NHR
C/C(=C\C(=O)c1ccccc1)NC(Cc1ccc(OCCOc2ccc(/C=C/c3ccc(Cl)cc3)cc2)cc1)C(=O)O,P37231,,26.0,,7.585,NHR
C/C(=C\C(=O)c1ccccc1)NC(Cc1ccc(OCCCOc2ccc(/C=C/c3ccc(Cl)cc3)cc2)cc1)C(=O)O,P37231,,12.0,,7.921,NHR
C/C(=C\C(=O)c1ccccc1)NC(Cc1ccc(OCCOc2ccc(/C=C/c3ccc(C)cc3)cc2)cc1)C(=O)O,P37231,,21.0,,7.678,NHR
C/C(=C\C(=O)c1ccccc1)NC(Cc1ccc(OCCOc2ccc(/C=C/c3ccc(C(F)(F)F)cc3)cc2)cc1)C(=O)O,P37231,,84.0,,7.076,NHR
C/C(=C\C(=O)c1ccccc1)NC(Cc1ccc(OCCCOc2ccc(/C=C/c3ccc(C(F)(F)F)cc3)cc2)cc1)C(=O)O,P37231,,32.0,,7.495,NHR
C/C(=C\C(=O)c1ccccc1)NC(Cc1ccc(OCCOc2ccc(/N=N/c3ccccc3)cc2)cc1)C(=O)O,P37231,,183.0,,6.738,NHR
C/C(=C\C(=O)c1ccccc1)NC(Cc1ccc(OCCCOc2ccc(/N=N/c3ccccc3)cc2)cc1)C(=O)O,P37231,,1370.0,,5.863,NHR
C/C(=C\C(=O)c1ccccc1)NC(Cc1ccc(OCCCOc2ccc(/N=N/c3ccc(Cl)cc3)cc2)cc1)C(=O)O,P37231,,47.0,,7.328,NHR
C/C(=C\C(=O)c1ccccc1)NC(Cc1ccc(OCCCOc2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)cc1)C(=O)O,P37231,,29.0,,7.538,NHR
CC(=O)/C=C(\C)NC(Cc1ccc(OCCOc2ccc(/C=C/c3ccccc3)cc2)cc1)C(=O)O,P37231,,250.0,,6.602,NHR
O=C(/C=C/c1ccccc1)NC(Cc1ccc(OCCOc2ccc(/C=C/c3ccccc3)cc2)cc1)C(=O)O,P37231,,640.0,,6.194,NHR
CCCCCCCc1oc2cc(O)ccc2c(=O)c1-c1ccc(O)cc1,P37231,,5000.0,,5.301,NHR
C=C[C@H](C#CC#C[C@@H](O)/C=C\CCCCCCC)O[C@]1(C)CCC[C@]2(C)CC[C@@H](C(C)(C)O)C[C@H]21,P37231,,1900.0,,5.721,NHR
C=C[C@@H](O)C#CC#C[C@H](/C=C\CCCCCCC)O[C@]1(C)CCC[C@]2(C)CC[C@@H](C(C)(C)O)C[C@H]21,P37231,,1700.0,,5.77,NHR
C=C[C@H](C#CC#C[C@@H](O)/C=C\CCCCCCC)O[C@]1(C)CC[C@@H](O)[C@]2(C)CC[C@@H](C(C)C)[C@@H](O)[C@H]21,P37231,,2000.0,,5.699,NHR
C=C[C@@H](O)C#CC#C[C@H](/C=C\CCCCCCC)OC(=O)/C=C/c1ccc(O)c(OC)c1,P37231,,1750.0,,5.757,NHR
C=C[C@H]1OCc2cc3cc(OC)c(O)cc3c(C#C[C@@H](O)/C=C\CCCCCCC)c21,P37231,,1700.0,,5.77,NHR
CCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,P37231,,17000.0,,4.77,NHR
C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccc1,P37231,,1700.0,,5.77,NHR
O=C(O)c1cccc(NC(=O)c2cc(Cl)ccc2NC(=O)c2ccc(C(F)(F)F)cc2)c1,P37231,,4700.0,,5.328,NHR
O=C(O)c1cccc(NC(=O)c2ccc(Cl)cc2NC(=O)c2ccc(C(F)(F)F)cc2)c1,P37231,,8700.0,,5.06,NHR
O=C(O)Cc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(F)(F)F)cc2)c1,P37231,,9400.0,,5.027,NHR
O=C(O)CCc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(F)(F)F)cc2)c1,P37231,,6900.0,,5.161,NHR
O=C(O)Cc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(-c3ccccc3)cc2)c1,P37231,,2600.0,,5.585,NHR
CSc1ccc(C(=O)Nc2ccccc2C(=O)Nc2cccc(CC(=O)O)c2)cc1,P37231,,17400.0,,4.759,NHR
O=C(O)Cc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(SC(F)(F)F)cc2)c1,P37231,,4400.0,,5.357,NHR
O=C(O)Cc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc3ccccc3c2)c1,P37231,,18000.0,,4.745,NHR
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1nc2ccccc2s1,P37231,,20000.0,,4.699,NHR
O=C(O)C(Cc1ccccc1)Oc1ccc(/C=N/O)cc1,P37231,,43000.0,,4.367,NHR
O=C(O)[C@H](Cc1ccccc1)Oc1ccc(/C=N/O)cc1,P37231,,28000.0,,4.553,NHR
CO/N=C/c1ccc(OC(Cc2ccccc2)C(=O)O)cc1,P37231,,12800.0,,4.893,NHR
CCCO/N=C/c1ccc(OC(Cc2ccccc2)C(=O)O)cc1,P37231,,7900.0,,5.102,NHR
CCCO/N=C/c1ccc(O[C@@H](Cc2ccccc2)C(=O)O)cc1,P37231,,3800.0,,5.42,NHR
CCCCO/N=C/c1ccc(OC(Cc2ccccc2)C(=O)O)cc1,P37231,,3650.0,,5.438,NHR
CC(C)O/N=C/c1ccc(OC(Cc2ccccc2)C(=O)O)cc1,P37231,,5600.0,,5.252,NHR
CC(C)CO/N=C/c1ccc(OC(Cc2ccccc2)C(=O)O)cc1,P37231,,4500.0,,5.347,NHR
O=C(O)C(Cc1ccccc1)Oc1ccc(/C=N/OCc2ccccc2)cc1,P37231,,2100.0,,5.678,NHR
O=C(O)C(Cc1ccccc1)Oc1ccc(/C=N/OCCc2ccccc2)cc1,P37231,,1800.0,,5.745,NHR
O=C(O)C(Cc1ccccc1)Oc1ccc(/C=N/OCCCc2ccccc2)cc1,P37231,,1250.0,,5.903,NHR
C/C(=N\O)c1ccc(OC(Cc2ccccc2)C(=O)O)cc1,P37231,,9400.0,,5.027,NHR
O=C(O)C(Cc1ccccc1)Oc1ccc(/C(=N/O)c2ccccc2)cc1,P37231,,12400.0,,4.907,NHR
CCCO/N=C(\c1ccccc1)c1ccc(OC(Cc2ccccc2)C(=O)O)cc1,P37231,,1000.0,,6.0,NHR
CCCO/N=C(/c1ccccc1)c1ccc(OC(Cc2ccccc2)C(=O)O)cc1,P37231,,680.0,,6.167,NHR
CCCC/C(=C\c1cc(Oc2ccccc2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,P37231,,720.0,,6.143,NHR
CCCC/C(=C\c1cc(OCc2ccccc2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,P37231,,11700.0,,4.932,NHR
CCCC/C(=C\c1cc(OC/C=C/c2ccccc2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,P37231,,12900.0,,4.889,NHR
CCCC/C(=C\c1cc(OCc2ccc(F)cc2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,P37231,,5170.0,,5.287,NHR
CCCC/C(=C\c1cc(OCc2ccc(Cl)c(Cl)c2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,P37231,,2110.0,,5.676,NHR
CCCC/C(=C\c1cc(OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,P37231,,4640.0,,5.333,NHR
CCCC/C(=C\c1cc(OCc2cccnc2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,P37231,,2560.0,,5.592,NHR
CCCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,P37231,,4300.0,,5.367,NHR
CCCC/C(=C\c1cc(OCc2ccc(OCCN3CCOCC3)cc2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,P37231,,3770.0,,5.424,NHR
CCCC/C(=C\c1cc(OCC(c2ccccc2)c2ccccc2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,P37231,,1260.0,,5.9,NHR
CCCC/C(=C\c1cc(OCC2CCC(C(F)(F)F)CC2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,P37231,,2160.0,,5.666,NHR
COc1ccc(OC(=O)N2[C@H](C(=O)O)CC[C@H]2c2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,P37231,,50.0,,7.301,NHR
CCOC(=O)N1C[C@H](C(=O)O)[C@H](c2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1,P37231,,24000.0,,4.62,NHR
Cc1oc(-c2ccccc2)nc1CCOc1cccc([C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)c1,P37231,,5650.0,,5.248,NHR
Cc1oc(-c2ccccc2)nc1CCOc1ccc([C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)cc1,P37231,,4325.0,,5.364,NHR
Cc1oc(-c2ccccc2)nc1CCOc1ccc([C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)cc1,P37231,,5860.0,,5.232,NHR
CCOC(=O)N1C[C@H](CC(=O)O)[C@H](c2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1,P37231,,910.0,,6.041,NHR
Cc1oc(-c2ccccc2)nc1CCOc1cccc([C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2CC(=O)O)c1,P37231,,240.0,,6.62,NHR
CCOC(=O)N1C[C@H](CC(=O)O)[C@@H](c2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1,P37231,,7570.0,,5.121,NHR
Cc1oc(-c2ccccc2)nc1CCOc1cccc([C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2CC(=O)O)c1,P37231,,1820.0,,5.74,NHR
Cc1oc(-c2ccccc2)nc1CCOc1ccc([C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2CC(=O)O)cc1,P37231,,6245.0,,5.204,NHR
CCOC(=O)N1C[C@@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)[C@@H](C(=O)O)C1,P37231,,1705.0,,5.768,NHR
CCOC(=O)N1C[C@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)[C@H](C(=O)O)C1,P37231,,4280.0,,5.369,NHR
Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)c1,P37231,,1267.5,,5.897,NHR
Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(C(=O)Oc3ccccc3)C[C@H]2C(=O)O)c1,P37231,,590.0,,6.229,NHR
CCOC(=O)N1C[C@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)[C@@H](C(=O)O)C1,P37231,,5480.0,,5.261,NHR
Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)c1,P37231,,4900.0,,5.31,NHR
CCOC(=O)N1C[C@@H](Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)[C@@H](C(=O)O)C1,P37231,,2680.0,,5.572,NHR
Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)cc1,P37231,,80.0,,7.097,NHR
Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@@H]2CN(c3ccccc3)C[C@@H]2C(=O)O)c1,P37231,,150.0,,6.824,NHR
Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(c3ccccc3)C[C@H]2C(=O)O)c1,P37231,,140.0,,6.854,NHR
Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@@H]2CN(c3nccc(C(F)(F)F)n3)C[C@@H]2C(=O)O)c1,P37231,,40.0,,7.398,NHR
Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(c3nccc(C(F)(F)F)n3)C[C@H]2C(=O)O)c1,P37231,,110.0,,6.959,NHR
Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3ncccn3)C[C@@H]2C(=O)O)cc1,P37231,,1550.0,,5.81,NHR
Cc1ccnc(N2C[C@@H](Cc3ccc(OCCc4nc(-c5ccccc5)oc4C)cc3)[C@@H](C(=O)O)C2)n1,P37231,,540.0,,6.268,NHR
Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H]2CN(c3nccc(C(F)(F)F)n3)C[C@H]2C(=O)O)cc1,P37231,,1530.0,,5.815,NHR
Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H]2CN(c3nccc(C(F)(F)F)n3)C[C@@H]2C(=O)O)cc1,P37231,,3570.0,,5.447,NHR
Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3nccc(C(F)(F)F)n3)C[C@H]2C(=O)O)cc1,P37231,,1160.0,,5.936,NHR
Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3nc4ccccc4o3)C[C@@H]2C(=O)O)cc1,P37231,,590.0,,6.229,NHR
Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3nc(C(F)(F)F)co3)C[C@@H]2C(=O)O)cc1,P37231,,50.0,,7.301,NHR
CCOC(=O)N1C[C@@H](CCc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)[C@@H](C(=O)O)C1,P37231,,600.0,,6.222,NHR
Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC[C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)c1,P37231,,420.0,,6.377,NHR
Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC[C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)c1,P37231,,845.0,,6.073,NHR
CCOC(=O)N1C[C@@H](CCc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)[C@@H](C(=O)O)C1,P37231,,615.0,,6.211,NHR
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC[C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)cc1,P37231,,125.0,,6.903,NHR
CCOC(=O)N1C[C@H](CCc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)[C@@H](C(=O)O)C1,P37231,,1590.0,,5.799,NHR
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC[C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)cc1,P37231,,340.0,,6.469,NHR
CCOC(=O)N1C[C@H](CC(=O)O)[C@@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1,P37231,,8110.0,,5.091,NHR
Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2CC(=O)O)c1,P37231,,210.0,,6.678,NHR
CCOC(=O)N1C[C@@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)[C@@H](CC(=O)O)C1,P37231,,2830.0,,5.548,NHR
C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1cccnc1,P37231,,2800.0,,5.553,NHR
CCO[C@@H](CC(=O)O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,P37231,,10400.0,,4.983,NHR
COc1cc2c(cc1CC=C(C)C)C(=O)C[C@H](c1ccc(O)cc1)O2,P37231,169.1,471.1,6.772,6.327,NHR
CCCOc1cc(C)c2c(c1C)C[C@H]([C@H](C)C(=O)O)CC2,P37231,,15000.0,,4.824,NHR
Cc1ccc(Cn2nc(CCCc3ccc(OC(C)(C)C(=O)O)cc3)n(C)c2=O)cc1C,P37231,,1999.56,,5.699,NHR
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(Nc2ccccc2C(=O)c2cccc(CN(C)C)c2)C(=O)O)cc1,P37231,1148.15,922.2566666666668,5.94,6.035,NHR
CCO[C@@H](Cc1ccc(OC/C=C/C#Cc2cccc(C#C/C=C/COc3ccc(C[C@H](OCC)C(=O)O)cc3)c2)cc1)C(=O)O,P37231,,1650.0,,5.783,NHR
CN(CCOc1ccc(CC(Nc2ccsc2C(=O)c2ccccc2)C(=O)O)cc1)c1nc2ccccc2o1,P37231,9.772,,8.01,,NHR
CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(Cc2cccc(OC)c2)c1=O,P37231,,6197.205,,5.208,NHR
CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccc(-c3ccccc3)cc2)C(=O)O)cc1)c1nc2ccccc2o1,P37231,48.99,,7.31,,NHR
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(Nc2ccccc2C(=O)c2cccc(N)c2)C(=O)O)cc1,P37231,3.236,,8.49,,NHR
CCCCCS(=O)(=O)NC(=O)c1ccc2nc(C)n(Cc3ccc(Cl)cc3Cl)c2c1,P37231,,163.0,,6.788,NHR
